message_id,message_text,toxicity_label,toxicity_score,confidence,crime_type,severity_level,legal_section,matched_keywords,scam_subtype
809,"You're honestly pathetic sometimes.",Harassment,35,84,Online Harassment,Medium,IPC 509,"pathetic"
810,"No one wants you around here.",Harassment,38,86,Online Harassment,Medium,IPC 509,"no one wants"
811,"You're a total waste of space.",Harassment,41,88,Online Harassment,Medium,IPC 509,"waste of space"
812,"Just shut your mouth already.",Harassment,43,89,Online Harassment,Medium,IPC 509,"shut your mouth"
813,"You better stop before it's too late.",High-Risk Threat,72,95,Criminal Threat,High,IPC 506,"too late"
814,"One more mistake and you're done.",High-Risk Threat,77,96,Criminal Threat,High,IPC 506,"done"
815,"You won't see this coming.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"see this coming"
816,"I'll ruin you completely.",High-Risk Threat,86,98,Criminal Threat,Critical,IPC 506,"ruin completely"
817,"Your days are numbered.",High-Risk Threat,89,98,Criminal Threat,Critical,IPC 506,"numbered"
818,"You should start running now.",High-Risk Threat,92,99,Criminal Threat,Critical,IPC 506,"running"
819,"This ends very badly for you.",High-Risk Threat,94,99,Criminal Threat,Critical,IPC 506,"ends badly"
820,"You're finished if you continue.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"finished"
821,"Can you send me the document please?",Safe,4,94,None,None,None,""
822,"Let me know when you're available.",Safe,3,95,None,None,None,""
823,"You're becoming quite irritating lately.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"irritating"
824,"Stop acting so stupid all the time.",Mild Toxicity,19,77,Online Harassment,Low,IPC 509,"stupid"
825,"You're a joke to everyone.",Harassment,34,83,Online Harassment,Medium,IPC 509,"joke"
826,"No one respects you anymore.",Harassment,37,85,Online Harassment,Medium,IPC 509,"respects"
827,"You're completely worthless.",Harassment,40,87,Online Harassment,Medium,IPC 509,"worthless"
828,"Just leave, you're not needed.",Harassment,42,88,Online Harassment,Medium,IPC 509,"leave"
829,"You better be careful what you do next.",High-Risk Threat,74,95,Criminal Threat,High,IPC 506,"be careful"
830,"Ignore this and you'll pay dearly.",High-Risk Threat,79,96,Criminal Threat,High,IPC 506,"pay dearly"
831,"Your time is almost up.",High-Risk Threat,83,97,Criminal Threat,Critical,IPC 506,"time up"
832,"I'll make sure you suffer.",High-Risk Threat,87,98,Criminal Threat,Critical,IPC 506,"suffer"
833,"You can't escape what's coming.",High-Risk Threat,90,99,Criminal Threat,Critical,IPC 506,"escape"
834,"This is going to hurt you badly.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"hurt badly"
835,"Your life ends here if you don't stop.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"life ends"
836,"Please don't message me again.",Safe,5,94,None,None,None,""
837,"Thanks for understanding.",Safe,3,96,None,None,None,""
838,"You're really starting to annoy me.",Mild Toxicity,17,75,Online Harassment,Low,IPC 509,"annoy"
839,"Why are you always this dumb?",Mild Toxicity,20,78,Online Harassment,Low,IPC 509,"dumb"
840,"You're embarrassing to be around.",Harassment,36,84,Online Harassment,Medium,IPC 509,"embarrassing"
841,"Everyone thinks you're a loser.",Harassment,39,86,Online Harassment,Medium,IPC 509,"loser"
842,"You're nothing special, just stop.",Harassment,42,88,Online Harassment,Medium,IPC 509,"nothing special"
843,"Just go away forever.",Harassment,44,89,Online Harassment,Medium,IPC 509,"go away"
844,"You better stop now or else.",High-Risk Threat,75,95,Criminal Threat,High,IPC 506,"or else"
845,"One more time and it's over.",High-Risk Threat,80,96,Criminal Threat,High,IPC 506,"over"
846,"You won't like what happens next.",High-Risk Threat,84,97,Criminal Threat,Critical,IPC 506,"next"
847,"I'll destroy you piece by piece.",High-Risk Threat,88,98,Criminal Threat,Critical,IPC 506,"destroy"
848,"Your worst days are coming.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"worst days"
849,"You can't hide from me.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"hide"
850,"This is the end for you.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"end"
851,"Hey, everything okay on your side?",Safe,4,95,None,None,None,""
852,"Let me know if you need anything.",Safe,3,96,None,None,None,""
853,"You're getting really frustrating.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"frustrating"
854,"Stop being so annoying please.",Mild Toxicity,18,76,Online Harassment,Low,IPC 509,"annoying"
855,"You're kind of pathetic actually.",Harassment,35,84,Online Harassment,Medium,IPC 509,"pathetic"
856,"No one wants to hear you.",Harassment,38,86,Online Harassment,Medium,IPC 509,"no one wants"
857,"You're a total failure.",Harassment,41,88,Online Harassment,Medium,IPC 509,"failure"
858,"Just shut up already.",Harassment,43,89,Online Harassment,Medium,IPC 509,"shut up"
859,"You better think twice.",High-Risk Threat,72,95,Criminal Threat,High,IPC 506,"think twice"
860,"One wrong move and you're done.",High-Risk Threat,77,96,Criminal Threat,High,IPC 506,"done"
861,"You have no escape.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"escape"
862,"I'll make you regret everything.",High-Risk Threat,86,98,Criminal Threat,Critical,IPC 506,"regret everything"
863,"Your time is running out fast.",High-Risk Threat,90,99,Criminal Threat,Critical,IPC 506,"running out"
864,"You should be terrified.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"terrified"
865,"This ends badly for you.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"ends badly"
866,"Please confirm when you receive this.",Safe,4,94,None,None,None,""
867,"No problem if you're busy.",Safe,3,95,None,None,None,""
868,"You're becoming super annoying.",Mild Toxicity,17,75,Online Harassment,Low,IPC 509,"annoying"
869,"Why are you so irritating?",Mild Toxicity,19,77,Online Harassment,Low,IPC 509,"irritating"
870,"You're honestly a joke.",Harassment,34,83,Online Harassment,Medium,IPC 509,"joke"
871,"People laugh at you.",Harassment,37,85,Online Harassment,Medium,IPC 509,"laugh"
872,"You're completely useless.",Harassment,40,87,Online Harassment,Medium,IPC 509,"useless"
873,"Just leave everyone alone.",Harassment,42,88,Online Harassment,Medium,IPC 509,"leave alone"
874,"You better stop immediately.",High-Risk Threat,74,95,Criminal Threat,High,IPC 506,"stop immediately"
875,"One more and you're finished.",High-Risk Threat,79,96,Criminal Threat,High,IPC 506,"finished"
876,"You won't see it coming.",High-Risk Threat,83,97,Criminal Threat,Critical,IPC 506,"coming"
877,"I'll ruin your whole life.",High-Risk Threat,87,98,Criminal Threat,Critical,IPC 506,"ruin life"
878,"Your nightmare starts now.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"nightmare"
879,"You can't run forever.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"run"
880,"This is your last chance.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"last chance"
881,"Hey, hope you're doing well!",Safe,3,96,None,None,None,""
882,"Thanks for your help earlier.",Safe,4,95,None,None,None,""
883,"You're starting to annoy everyone.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"annoy"
884,"Stop acting dumb.",Mild Toxicity,18,76,Online Harassment,Low,IPC 509,"dumb"
885,"You're pathetic honestly.",Harassment,35,84,Online Harassment,Medium,IPC 509,"pathetic"
886,"No one cares about you.",Harassment,38,86,Online Harassment,Medium,IPC 509,"no one cares"
887,"You're a waste of time.",Harassment,41,88,Online Harassment,Medium,IPC 509,"waste"
888,"Just go away.",Harassment,43,89,Online Harassment,Medium,IPC 509,"go away"
889,"You better watch yourself.",High-Risk Threat,73,95,Criminal Threat,High,IPC 506,"watch yourself"
890,"One more step and it's over.",High-Risk Threat,78,96,Criminal Threat,High,IPC 506,"over"
891,"You have no way out.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"no way out"
892,"I'll make sure you suffer.",High-Risk Threat,86,98,Criminal Threat,Critical,IPC 506,"suffer"
893,"Your days are over.",High-Risk Threat,90,99,Criminal Threat,Critical,IPC 506,"days over"
894,"Be scared, very scared.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"scared"
895,"This is the end.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"end"
896,"Can we talk later?",Safe,4,94,None,None,None,""
897,"Appreciate your quick reply.",Safe,3,95,None,None,None,""
898,"You're getting on my last nerve.",Mild Toxicity,17,75,Online Harassment,Low,IPC 509,"last nerve"
899,"Stop being annoying.",Mild Toxicity,19,77,Online Harassment,Low,IPC 509,"annoying"
900,"You're a total loser.",Harassment,36,84,Online Harassment,Medium,IPC 509,"loser"
901,"Nobody likes you.",Harassment,39,86,Online Harassment,Medium,IPC 509,"nobody likes"
902,"You're worthless.",Harassment,42,88,Online Harassment,Medium,IPC 509,"worthless"
903,"Just disappear.",Harassment,44,89,Online Harassment,Medium,IPC 509,"disappear"
904,"You better stop talking.",High-Risk Threat,74,95,Criminal Threat,High,IPC 506,"stop talking"
905,"One more and you're gone.",High-Risk Threat,79,96,Criminal Threat,High,IPC 506,"gone"
906,"You won't survive this.",High-Risk Threat,83,97,Criminal Threat,Critical,IPC 506,"survive"
907,"I'll destroy you.",High-Risk Threat,87,98,Criminal Threat,Critical,IPC 506,"destroy"
908,"Your time is up.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"time up"
909,"You can't escape me.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"escape"
910,"This ends now.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"ends now"
911,"Please keep me updated.",Safe,4,95,None,None,None,""
912,"Thanks a lot!",Safe,3,96,None,None,None,""
913,"You're quite irritating sometimes.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"irritating"
914,"Stop acting stupid.",Mild Toxicity,18,76,Online Harassment,Low,IPC 509,"stupid"
915,"You're pathetic.",Harassment,35,84,Online Harassment,Medium,IPC 509,"pathetic"
916,"No one wants you here.",Harassment,38,86,Online Harassment,Medium,IPC 509,"no one wants"
917,"You're useless.",Harassment,41,88,Online Harassment,Medium,IPC 509,"useless"
918,"Just leave.",Harassment,43,89,Online Harassment,Medium,IPC 509,"leave"
919,"You better be careful.",High-Risk Threat,73,95,Criminal Threat,High,IPC 506,"careful"
920,"One more mistake and done.",High-Risk Threat,78,96,Criminal Threat,High,IPC 506,"done"
921,"You have no future.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"no future"
922,"I'll ruin everything.",High-Risk Threat,86,98,Criminal Threat,Critical,IPC 506,"ruin"
923,"Your end is near.",High-Risk Threat,90,99,Criminal Threat,Critical,IPC 506,"end near"
924,"Be very afraid.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"afraid"
925,"This is over for you.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"over"
926,"Let me know if you need help.",Safe,4,94,None,None,None,""
927,"Hope all is good!",Safe,3,95,None,None,None,""
928,"You're starting to annoy me a lot.",Mild Toxicity,17,75,Online Harassment,Low,IPC 509,"annoy"
929,"Stop being dumb.",Mild Toxicity,19,77,Online Harassment,Low,IPC 509,"dumb"
930,"You're a joke.",Harassment,34,83,Online Harassment,Medium,IPC 509,"joke"
931,"People laugh at you.",Harassment,37,85,Online Harassment,Medium,IPC 509,"laugh"
932,"You're worthless.",Harassment,40,87,Online Harassment,Medium,IPC 509,"worthless"
933,"Just go.",Harassment,42,88,Online Harassment,Medium,IPC 509,"go"
934,"You better watch out.",High-Risk Threat,74,95,Criminal Threat,High,IPC 506,"watch out"
935,"One more and finished.",High-Risk Threat,79,96,Criminal Threat,High,IPC 506,"finished"
936,"You can't hide.",High-Risk Threat,83,97,Criminal Threat,Critical,IPC 506,"hide"
937,"I'll make you pay.",High-Risk Threat,87,98,Criminal Threat,Critical,IPC 506,"pay"
938,"Your time is gone.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"time gone"
939,"You should run.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"run"
940,"This is the end.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"end"
941,"Hey, what's up?",Safe,4,95,None,None,None,""
942,"Thanks for the update!",Safe,3,96,None,None,None,""
943,"You're getting annoying again.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"annoying"
944,"Stop being stupid.",Mild Toxicity,18,76,Online Harassment,Low,IPC 509,"stupid"
945,"You're pathetic honestly.",Harassment,35,84,Online Harassment,Medium,IPC 509,"pathetic"
946,"No one likes you.",Harassment,38,86,Online Harassment,Medium,IPC 509,"no one likes"
947,"You're a failure.",Harassment,41,88,Online Harassment,Medium,IPC 509,"failure"
948,"Just disappear.",Harassment,43,89,Online Harassment,Medium,IPC 509,"disappear"
949,"You better stop.",High-Risk Threat,73,95,Criminal Threat,High,IPC 506,"stop"
950,"One more and over.",High-Risk Threat,78,96,Criminal Threat,High,IPC 506,"over"
951,"You won't escape.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"escape"
952,"I'll destroy you.",High-Risk Threat,86,98,Criminal Threat,Critical,IPC 506,"destroy"
953,"Your end is coming.",High-Risk Threat,90,99,Criminal Threat,Critical,IPC 506,"end coming"
954,"Be scared.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"scared"
955,"This is finished.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"finished"
956,"Please reply soon.",Safe,4,94,None,None,None,""
957,"No hurry, whenever you're free.",Safe,3,95,None,None,None,""
958,"You're becoming irritating.",Mild Toxicity,17,75,Online Harassment,Low,IPC 509,"irritating"
959,"Stop acting dumb.",Mild Toxicity,19,77,Online Harassment,Low,IPC 509,"dumb"
960,"You're a total joke.",Harassment,36,84,Online Harassment,Medium,IPC 509,"joke"
961,"Everyone ignores you.",Harassment,39,86,Online Harassment,Medium,IPC 509,"ignores"
962,"You're useless.",Harassment,42,88,Online Harassment,Medium,IPC 509,"useless"
963,"Just leave now.",Harassment,44,89,Online Harassment,Medium,IPC 509,"leave"
964,"You better be careful.",High-Risk Threat,74,95,Criminal Threat,High,IPC 506,"careful"
965,"One more mistake and done.",High-Risk Threat,79,96,Criminal Threat,High,IPC 506,"done"
966,"You have no chance.",High-Risk Threat,83,97,Criminal Threat,Critical,IPC 506,"no chance"
967,"I'll ruin you.",High-Risk Threat,87,98,Criminal Threat,Critical,IPC 506,"ruin"
968,"Your time is up.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"time up"
969,"You can't hide.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"hide"
970,"This ends here.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"ends"
971,"Hope you're doing good.",Safe,4,95,None,None,None,""
972,"Thanks for the help!",Safe,3,96,None,None,None,""
973,"You're getting on nerves again.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"nerves"
974,"Stop being annoying.",Mild Toxicity,18,76,Online Harassment,Low,IPC 509,"annoying"
975,"You're pathetic.",Harassment,35,84,Online Harassment,Medium,IPC 509,"pathetic"
976,"No one wants you.",Harassment,38,86,Online Harassment,Medium,IPC 509,"no one wants"
977,"You're worthless.",Harassment,41,88,Online Harassment,Medium,IPC 509,"worthless"
978,"Just go away.",Harassment,43,89,Online Harassment,Medium,IPC 509,"go away"
979,"You better watch out.",High-Risk Threat,73,95,Criminal Threat,High,IPC 506,"watch out"
980,"One more and finished.",High-Risk Threat,78,96,Criminal Threat,High,IPC 506,"finished"
981,"You won't survive.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"survive"
982,"I'll destroy everything.",High-Risk Threat,86,98,Criminal Threat,Critical,IPC 506,"destroy"
983,"Your end is near.",High-Risk Threat,90,99,Criminal Threat,Critical,IPC 506,"end near"
984,"Be very afraid.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"afraid"
985,"This is the end.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"end"
986,"Let me know if you need anything.",Safe,4,94,None,None,None,""
987,"Thanks a ton!",Safe,3,95,None,None,None,""
988,"You're becoming super annoying.",Mild Toxicity,17,75,Online Harassment,Low,IPC 509,"annoying"
989,"Stop acting like an idiot.",Mild Toxicity,19,77,Online Harassment,Low,IPC 509,"idiot"
990,"You're a complete loser.",Harassment,36,84,Online Harassment,Medium,IPC 509,"loser"
991,"Nobody respects you.",Harassment,39,86,Online Harassment,Medium,IPC 509,"respects"
992,"You're nothing.",Harassment,42,88,Online Harassment,Medium,IPC 509,"nothing"
993,"Just disappear already.",Harassment,44,89,Online Harassment,Medium,IPC 509,"disappear"
994,"You better stop now.",High-Risk Threat,74,95,Criminal Threat,High,IPC 506,"stop now"
995,"One more and you're gone.",High-Risk Threat,79,96,Criminal Threat,High,IPC 506,"gone"
996,"You can't run.",High-Risk Threat,83,97,Criminal Threat,Critical,IPC 506,"run"
997,"I'll make you pay.",High-Risk Threat,87,98,Criminal Threat,Critical,IPC 506,"pay"
998,"Your time is finished.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"time finished"
999,"You should be scared.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"scared"
1000,"This ends badly.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"ends badly"
1001,"You're the most disgusting, worthless maggot I've ever seen in my life.",Harassment,55,90,Online Harassment,Medium,IPC 509,"disgusting, worthless, maggot"
1002,"Die in a fire you pathetic, spineless piece of human garbage.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"die in a fire, garbage"
1003,"Your existence makes me want to vomit, you revolting cockroach.",Harassment,58,91,Online Harassment,Medium,IPC 509,"vomit, cockroach"
1004,"You're a walking abortion that somehow survived, absolute filth.",Harassment,62,93,Online Harassment,Medium,IPC 509,"abortion, filth"
1005,"I hope your entire bloodline gets cancer and dies screaming.",High-Risk Threat,88,98,Criminal Threat,Critical,IPC 506,"cancer, dies screaming"
1006,"You're so fucking repulsive even maggots would spit on your corpse.",Harassment,65,94,Online Harassment,Medium,IPC 509,"repulsive, maggots, corpse"
1007,"Kill yourself slowly you useless, inbred, shit-stained failure.",High-Risk Threat,92,99,Criminal Threat,Critical,IPC 506,"kill yourself, failure"
1008,"Your mother should have swallowed you, you miserable cum-stain.",Harassment,68,95,Online Harassment,Medium,IPC 509,"swallowed, cum-stain"
1009,"You're the human equivalent of a festering open sewer.",Harassment,60,92,Online Harassment,Medium,IPC 509,"festering, sewer"
1010,"I hope you get hit by a truck and suffer for months before dying.",High-Risk Threat,90,98,Criminal Threat,Critical,IPC 506,"truck, suffer, dying"
1011,"You're a brain-dead, drooling, mouth-breathing waste of oxygen.",Harassment,63,93,Online Harassment,Medium,IPC 509,"brain-dead, waste"
1012,"Your face looks like it caught fire and someone tried to put it out with a fork.",Harassment,57,91,Online Harassment,Medium,IPC 509,"face, fire"
1013,"Every time you speak God lets another angel commit suicide.",Harassment,66,94,Online Harassment,Medium,IPC 509,"angel, suicide"
1014,"You're so ugly your birth certificate is an apology letter from the condom factory.",Harassment,59,92,Online Harassment,Medium,IPC 509,"ugly, apology"
1015,"I hope your genitals get gangrene and fall off while you're still conscious.",High-Risk Threat,89,98,Criminal Threat,Critical,IPC 506,"gangrene, conscious"
1016,"You're the reason birth control exists, you genetic disaster.",Harassment,61,93,Online Harassment,Medium,IPC 509,"genetic disaster"
1017,"Your parents should have used a coat hanger instead of having you.",Harassment,67,95,Online Harassment,Medium,IPC 509,"coat hanger"
1018,"You're a walking argument for retroactive abortion.",Harassment,64,94,Online Harassment,Medium,IPC 509,"retroactive abortion"
1019,"I hope you choke on your own vomit and die alone in your own shit.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"choke, die alone"
1020,"You're such a failure even your imaginary friends left you.",Harassment,52,89,Online Harassment,Medium,IPC 509,"failure, imaginary friends"
1021,"Your life is so pathetic even your suicide note would be boring.",Harassment,69,95,Online Harassment,Medium,IPC 509,"suicide note"
1022,"You're the human version of a participation trophy made of dog shit.",Harassment,60,92,Online Harassment,Medium,IPC 509,"dog shit"
1023,"I hope you get ebola and your organs liquefy while you're still breathing.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"ebola, liquefy"
1024,"You're so stupid you could fuck up a wet dream.",Harassment,54,90,Online Harassment,Medium,IPC 509,"stupid"
1025,"Your birth was a crime against humanity.",Harassment,58,91,Online Harassment,Medium,IPC 509,"crime against humanity"
1026,"You're the reason they put instructions on shampoo bottles.",Harassment,50,88,Online Harassment,Low,IPC 509,"shampoo"
1027,"I hope your children are born with your face.",Harassment,56,91,Online Harassment,Medium,IPC 509,"born with your face"
1028,"You're such a waste of skin even taxidermists wouldn't want you.",Harassment,62,93,Online Harassment,Medium,IPC 509,"waste of skin"
1029,"Your existence is an insult to every aborted fetus.",Harassment,65,94,Online Harassment,Medium,IPC 509,"aborted fetus"
1030,"I hope you fall into a woodchipper feet first and scream for days.",High-Risk Threat,94,99,Criminal Threat,Critical,IPC 506,"woodchipper, scream"
1031,"You're the reason God created the middle finger.",Harassment,48,87,Online Harassment,Low,IPC 509,"middle finger"
1032,"Your mother should have had an abortion, but she was too stupid.",Harassment,63,93,Online Harassment,Medium,IPC 509,"abortion, stupid"
1033,"You're so ugly when you look in the mirror your reflection files for restraining order.",Harassment,59,92,Online Harassment,Medium,IPC 509,"ugly, reflection"
1034,"I hope you get raped by a pack of rabid dogs and live to remember it.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"raped, rabid dogs"
1035,"You're the human equivalent of period blood mixed with diarrhea.",Harassment,66,94,Online Harassment,Medium,IPC 509,"period blood, diarrhea"
1036,"Your parents are siblings, right? That explains everything.",Harassment,61,93,Online Harassment,Medium,IPC 509,"siblings"
1037,"You're so worthless even orphans have more self-respect than you.",Harassment,57,91,Online Harassment,Medium,IPC 509,"worthless"
1038,"I hope you get tortured for years before they finally let you die.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"tortured, die"
1039,"You're the reason some animals eat their young.",Harassment,55,90,Online Harassment,Medium,IPC 509,"eat their young"
1040,"Your life is proof that natural selection sometimes takes a coffee break.",Harassment,53,89,Online Harassment,Medium,IPC 509,"natural selection"
1041,"You're so disgusting even STDs wouldn't touch you.",Harassment,64,94,Online Harassment,Medium,IPC 509,"disgusting, STDs"
1042,"I hope your dick falls off and your mom uses it as a toothpick.",High-Risk Threat,92,99,Criminal Threat,Critical,IPC 506,"dick falls off"
1043,"You're the human version of a used tampon left in the sun for a week.",Harassment,68,95,Online Harassment,Medium,IPC 509,"used tampon"
1044,"Your face looks like it was designed by committee during a power outage.",Harassment,56,91,Online Harassment,Medium,IPC 509,"face"
1045,"You're so stupid you think Taco Bell is a Mexican phone company.",Harassment,50,88,Online Harassment,Low,IPC 509,"stupid"
1046,"I hope you die alone surrounded by people who hate you.",High-Risk Threat,90,98,Criminal Threat,Critical,IPC 506,"die alone"
1047,"You're the reason warning labels exist on dangerous products.",Harassment,54,90,Online Harassment,Medium,IPC 509,"warning labels"
1048,"Your birth was a medical error that somehow survived.",Harassment,62,93,Online Harassment,Medium,IPC 509,"medical error"
1049,"I hope you get slowly skinned alive while fully conscious.",High-Risk Threat,97,99,Criminal Threat,Critical,IPC 506,"skinned alive"
1050,"You're so ugly blind people run away screaming when you approach.",Harassment,60,92,Online Harassment,Medium,IPC 509,"ugly, blind people"
1051,"Your parents should be in jail for not using contraception.",Harassment,65,94,Online Harassment,Medium,IPC 509,"contraception"
1052,"You're the living proof that evolution can go backwards.",Harassment,58,91,Online Harassment,Medium,IPC 509,"evolution"
1053,"I hope your entire family gets murdered in front of you.",High-Risk Threat,94,99,Criminal Threat,Critical,IPC 506,"family murdered"
1054,"You're so repulsive even your hand refuses to jerk you off.",Harassment,67,95,Online Harassment,Medium,IPC 509,"repulsive"
1055,"Your existence is an argument for compulsory sterilization.",Harassment,63,93,Online Harassment,Medium,IPC 509,"sterilization"
1056,"You're the reason some people support post-birth abortion.",Harassment,66,94,Online Harassment,Medium,IPC 509,"post-birth abortion"
1057,"I hope you get crucified upside-down and left to bleed out slowly.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"crucified, bleed out"
1058,"You're so stupid you could drown in a puddle of your own drool.",Harassment,52,89,Online Harassment,Medium,IPC 509,"stupid, drool"
1059,"Your face is why people believe in demons.",Harassment,59,92,Online Harassment,Medium,IPC 509,"face, demons"
1060,"You're such a failure even your depression has depression.",Harassment,61,93,Online Harassment,Medium,IPC 509,"failure, depression"
1061,"I hope you get acid thrown in your face every morning for the rest of your life.",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 506,"acid thrown"
1062,"You're the human version of expired milk left in the sun.",Harassment,64,94,Online Harassment,Medium,IPC 509,"expired milk"
1063,"Your parents must have been drunk when they decided to keep you.",Harassment,57,91,Online Harassment,Medium,IPC 509,"drunk"
1064,"You're so ugly when you cry the tears run the other way.",Harassment,55,90,Online Harassment,Medium,IPC 509,"ugly, cry"
1065,"I hope you get slowly dissolved in acid while watching your family die first.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"dissolved in acid"
1066,"You're the reason vasectomies should be mandatory for some bloodlines.",Harassment,68,95,Online Harassment,Medium,IPC 509,"vasectomies"
1067,"Your life is so pathetic even your suicide would be considered a cry for help.",Harassment,62,93,Online Harassment,Medium,IPC 509,"suicide"
1068,"You're so disgusting even flies avoid landing on your shit.",Harassment,65,94,Online Harassment,Medium,IPC 509,"disgusting, flies"
1069,"I hope you get your limbs torn off one by one while still conscious.",High-Risk Threat,97,99,Criminal Threat,Critical,IPC 506,"limbs torn off"
1070,"You're the human equivalent of a porta-potty at a chili cook-off.",Harassment,60,92,Online Harassment,Medium,IPC 509,"porta-potty"
1071,"Your birth certificate should have come with an expiration date.",Harassment,58,91,Online Harassment,Medium,IPC 509,"birth certificate"
1072,"You're so stupid you could get lost in a round room.",Harassment,51,89,Online Harassment,Low,IPC 509,"stupid"
1073,"I hope you get fed your own intestines while they're still attached.",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 506,"intestines"
1074,"You're the reason some countries have one-child policies.",Harassment,56,91,Online Harassment,Medium,IPC 509,"one-child"
1075,"Your face looks like someone tried to put out a forest fire with a sledgehammer.",Harassment,63,93,Online Harassment,Medium,IPC 509,"face, sledgehammer"
1076,"You're so worthless even your shadow leaves when the lights go out.",Harassment,54,90,Online Harassment,Medium,IPC 509,"worthless, shadow"
1077,"I hope you die of a disease so rare they name it after you.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"die of disease"
1078,"You're the human version of a cum-rag left in a hot car for a month.",Harassment,69,95,Online Harassment,Medium,IPC 509,"cum-rag"
1079,"Your parents should have named you 'Regret'.",Harassment,59,92,Online Harassment,Medium,IPC 509,"regret"
1080,"You're so ugly even mirrors crack when you look at them.",Harassment,61,93,Online Harassment,Medium,IPC 509,"ugly, mirrors"
1081,"I hope you get slowly crushed by a hydraulic press while fully awake.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"crushed, hydraulic press"
1082,"You're the reason God allows abortions.",Harassment,57,91,Online Harassment,Medium,IPC 509,"abortions"
1083,"Your existence is proof that some mistakes should be erased.",Harassment,64,94,Online Harassment,Medium,IPC 509,"mistakes"
1084,"You're so pathetic your suicide note would need a co-signer.",Harassment,66,94,Online Harassment,Medium,IPC 509,"suicide note"
1085,"I hope you get your eyes gouged out and forced to eat them.",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 506,"eyes gouged, eat them"
1086,"You're the human equivalent of a dumpster fire made of used diapers.",Harassment,68,95,Online Harassment,Medium,IPC 509,"dumpster fire"
1087,"Your mother should have swallowed instead of giving birth to a monster.",Harassment,65,94,Online Harassment,Medium,IPC 509,"swallowed, monster"
1088,"You're so stupid you think the internet is a place you can visit.",Harassment,52,89,Online Harassment,Medium,IPC 509,"stupid"
1089,"I hope you get buried alive and hear people dancing on your grave.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"buried alive"
